timestamp,node_id,image_id,algorithm,profile,psnr_db,ssim,mask_iou,mask_dice,mask_ref_source,cpu_time_ms,memory_kb,compressed_bytes,compression_ratio
2026-09-04T01:24:15.139436,pi-test-01,img_6073,JPEG2000-ROI,-,32.023,0.8993,0.4949,0.6621,sam_uploaded,1137.949,9568.0,160316.0,5.75
2026-09-04T01:24:18.493451,pi-test-01,img_6074,JPEG,-,35.082,0.9514,,,n/a,148.492,512.0,56047.0,16.44
2026-09-04T01:24:18.493451,pi-test-01,img_6074,JPEG2000-ROI,-,32.102,0.8998,0.4956,0.6627,sam_uploaded,1138.016,9568.0,160428.0,5.74
2026-09-04T01:24:21.810757,pi-test-01,img_6075,JPEG,-,35.082,0.9514,,,n/a,148.618,512.0,56044.0,16.44
2026-09-04T01:24:21.810757,pi-test-01,img_6075,JPEG2000-ROI,-,32.123,0.9004,0.5116,0.6769,sam_uploaded,1136.603,9572.0,160235.0,5.75
2026-09-04T01:24:25.239059,pi-test-01,img_6076,JPEG,-,35.078,0.9513,,,n/a,149.73,512.0,56053.0,16.44
2026-09-04T01:24:25.239059,pi-test-01,img_6076,JPEG2000-ROI,-,32.084,0.8994,0.4887,0.6566,sam_uploaded,1136.191,9572.0,160445.0,5.74
2026-09-04T01:24:28.448767,pi-test-01,img_6077,JPEG,-,40.089,0.9582,,,n/a,139.302,512.0,25390.0,36.3
2026-09-04T01:24:28.448767,pi-test-01,img_6077,JPEG2000-ROI,-,40.343,0.9692,0.6924,0.8182,sam_uploaded,1059.288,9616.0,160519.0,5.74
2026-09-04T01:24:31.618344,pi-test-01,img_6078,JPEG,-,40.086,0.9582,,,n/a,138.819,512.0,25388.0,36.3
2026-09-04T01:24:31.618344,pi-test-01,img_6078,JPEG2000-ROI,-,40.279,0.9696,0.4578,0.6281,sam_uploaded,1067.65,9572.0,160613.0,5.74
2026-09-04T01:24:34.719382,pi-test-01,img_6079,JPEG,-,40.086,0.9582,,,n/a,154.752,512.0,25406.0,36.27
2026-09-04T01:24:34.719382,pi-test-01,img_6079,JPEG2000-ROI,-,40.247,0.9688,0.6876,0.8149,sam_uploaded,1061.404,9568.0,160436.0,5.74
2026-09-04T01:24:37.958013,pi-test-01,img_6080,JPEG,-,40.089,0.9582,,,n/a,139.398,512.0,25404.0,36.28
2026-09-04T01:24:37.958013,pi-test-01,img_6080,JPEG2000-ROI,-,40.25,0.9691,0.4664,0.6361,sam_uploaded,1091.839,9572.0,160472.0,5.74
2026-09-04T01:24:41.203179,pi-test-01,img_6081,JPEG,-,36.86,0.9538,,,n/a,146.856,512.0,48709.0,18.92
2026-09-04T01:24:41.203179,pi-test-01,img_6081,JPEG2000-ROI,-,33.295,0.9001,0.5257,0.6892,sam_uploaded,1104.881,9728.0,160373.0,5.75
2026-09-04T01:24:44.773862,pi-test-01,img_6082,JPEG,-,36.856,0.9538,,,n/a,147.253,512.0,48699.0,18.92
2026-09-04T01:24:44.773862,pi-test-01,img_6082,JPEG2000-ROI,-,33.345,0.8997,0.533,0.6954,sam_uploaded,1108.982,9568.0,160493.0,5.74
2026-09-04T01:24:47.992256,pi-test-01,img_6083,JPEG,-,36.856,0.9538,,,n/a,147.006,512.0,48760.0,18.9
2026-09-04T01:24:47.992256,pi-test-01,img_6083,JPEG2000-ROI,-,33.382,0.8998,0.5185,0.6829,sam_uploaded,1112.745,9568.0,160386.0,5.75
2026-09-04T01:24:51.243069,pi-test-01,img_6084,JPEG,-,36.86,0.9538,,,n/a,147.084,512.0,48753.0,18.9
2026-09-04T01:24:51.243069,pi-test-01,img_6084,JPEG2000-ROI,-,33.308,0.8995,0.5526,0.7119,sam_uploaded,1104.957,9568.0,160405.0,5.75
2026-09-04T01:24:54.535939,pi-test-01,img_6085,JPEG,-,36.753,0.9583,,,n/a,147.168,512.0,51087.0,18.04
2026-09-04T01:24:54.535939,pi-test-01,img_6085,JPEG2000-ROI,-,33.02,0.9171,0.5959,0.7468,sam_uploaded,1129.746,9568.0,160171.0,5.75
2026-09-04T01:24:57.791045,pi-test-01,img_6086,JPEG,-,36.753,0.9583,,,n/a,147.468,512.0,51113.0,18.03
2026-09-04T01:24:57.791045,pi-test-01,img_6086,JPEG2000-ROI,-,32.995,0.9171,0.5787,0.7331,sam_uploaded,1146.644,9568.0,160552.0,5.74
2026-09-04T01:25:01.113936,pi-test-01,img_6087,JPEG,-,36.753,0.9583,,,n/a,147.983,512.0,51165.0,18.01
